HeroGUID,QuestID,Goals,Status,AccountGUID,MainCategory
6EE90EB8-53E5-4489-BAC1-006FF400A7A5,1,"[{""GoalID"":10,""Count"":0,""IsCompleted"":false}]",1,d12edba650667c2a16e0254b01aedaa4,2
6EE90EB8-53E5-4489-BAC1-006FF400A7A5,2,"[{""GoalID"":20,""Count"":0,""IsCompleted"":false}]",3,d12edba650667c2a16e0254b01aedaa4,2
6EE90EB8-53E5-4489-BAC1-006FF400A7A5,3,"[{""GoalID"":30,""Count"":100,""IsCompleted"":true}]",2,d12edba650667c2a16e0254b01aedaa4,2
6EE90EB8-53E5-4489-BAC1-006FF400A7A5,4,"[{""GoalID"":40,""Count"":0,""IsCompleted"":false}]",1,d12edba650667c2a16e0254b01aedaa4,2
6EE90EB8-53E5-4489-BAC1-006FF400A7A5,5,"[{""GoalID"":50,""Count"":0,""IsCompleted"":false}]",1,d12edba650667c2a16e0254b01aedaa4,2
6EE90EB8-53E5-4489-BAC1-006FF400A7A5,20,"[{""GoalID"":200,""Count"":0,""IsCompleted"":false}]",1,d12edba650667c2a16e0254b01aedaa4,2
6EE90EB8-53E5-4489-BAC1-006FF400A7A5,21,"[{""GoalID"":210,""Count"":1000,""IsCompleted"":true}]",3,d12edba650667c2a16e0254b01aedaa4,2
6EE90EB8-53E5-4489-BAC1-006FF400A7A5,22,"[{""GoalID"":220,""Count"":1,""IsCompleted"":false}]",1,d12edba650667c2a16e0254b01aedaa4,2
6EE90EB8-53E5-4489-BAC1-006FF400A7A5,23,"[{""GoalID"":230,""Count"":7050,""IsCompleted"":false}]",1,d12edba650667c2a16e0254b01aedaa4,2
6EE90EB8-53E5-4489-BAC1-006FF400A7A5,25,"[{""GoalID"":250,""Count"":0,""IsCompleted"":false}]",1,d12edba650667c2a16e0254b01aedaa4,2
6EE90EB8-53E5-4489-BAC1-006FF400A7A5,42,"[{""GoalID"":420,""Count"":30341,""IsCompleted"":false}]",1,d12edba650667c2a16e0254b01aedaa4,3
6EE90EB8-53E5-4489-BAC1-006FF400A7A5,47,"[{""GoalID"":470,""Count"":156,""IsCompleted"":false}]",1,d12edba650667c2a16e0254b01aedaa4,3
6EE90EB8-53E5-4489-BAC1-006FF400A7A5,50,"[{""GoalID"":500,""Count"":0,""IsCompleted"":false}]",1,d12edba650667c2a16e0254b01aedaa4,3
6EE90EB8-53E5-4489-BAC1-006FF400A7A5,54,"[{""GoalID"":540,""Count"":15,""IsCompleted"":false}]",1,d12edba650667c2a16e0254b01aedaa4,3
6EE90EB8-53E5-4489-BAC1-006FF400A7A5,59,"[{""GoalID"":590,""Count"":0,""IsCompleted"":false}]",1,d12edba650667c2a16e0254b01aedaa4,3
6EE90EB8-53E5-4489-BAC1-006FF400A7A5,66,"[{""GoalID"":660,""Count"":5600,""IsCompleted"":false}]",1,d12edba650667c2a16e0254b01aedaa4,3
6EE90EB8-53E5-4489-BAC1-006FF400A7A5,69,"[{""GoalID"":690,""Count"":0,""IsCompleted"":false}]",1,d12edba650667c2a16e0254b01aedaa4,3
6EE90EB8-53E5-4489-BAC1-006FF400A7A5,74,"[{""GoalID"":740,""Count"":0,""IsCompleted"":false}]",1,d12edba650667c2a16e0254b01aedaa4,3
6EE90EB8-53E5-4489-BAC1-006FF400A7A5,77,"[{""GoalID"":770,""Count"":0,""IsCompleted"":false}]",1,d12edba650667c2a16e0254b01aedaa4,3
6EE90EB8-53E5-4489-BAC1-006FF400A7A5,81,"[{""GoalID"":810,""Count"":0,""IsCompleted"":false}]",1,d12edba650667c2a16e0254b01aedaa4,3
6EE90EB8-53E5-4489-BAC1-006FF400A7A5,85,"[{""GoalID"":850,""Count"":2,""IsCompleted"":false}]",1,d12edba650667c2a16e0254b01aedaa4,3
6EE90EB8-53E5-4489-BAC1-006FF400A7A5,89,"[{""GoalID"":890,""Count"":0,""IsCompleted"":false}]",1,d12edba650667c2a16e0254b01aedaa4,3
6EE90EB8-53E5-4489-BAC1-006FF400A7A5,93,"[{""GoalID"":930,""Count"":0,""IsCompleted"":false}]",1,d12edba650667c2a16e0254b01aedaa4,3
6EE90EB8-53E5-4489-BAC1-006FF400A7A5,98,"[{""GoalID"":980,""Count"":2,""IsCompleted"":false}]",1,d12edba650667c2a16e0254b01aedaa4,3
6EE90EB8-53E5-4489-BAC1-006FF400A7A5,102,"[{""GoalID"":1020,""Count"":0,""IsCompleted"":false}]",1,d12edba650667c2a16e0254b01aedaa4,3
6EE90EB8-53E5-4489-BAC1-006FF400A7A5,107,"[{""GoalID"":1070,""Count"":0,""IsCompleted"":false}]",1,d12edba650667c2a16e0254b01aedaa4,3
6EE90EB8-53E5-4489-BAC1-006FF400A7A5,400,"[{""GoalID"":4000,""Count"":1,""IsCompleted"":true}]",3,d12edba650667c2a16e0254b01aedaa4,1
6EE90EB8-53E5-4489-BAC1-006FF400A7A5,401,"[{""GoalID"":4010,""Count"":1,""IsCompleted"":true}]",3,d12edba650667c2a16e0254b01aedaa4,1
6EE90EB8-53E5-4489-BAC1-006FF400A7A5,402,"[{""GoalID"":4020,""Count"":1,""IsCompleted"":true},{""GoalID"":4021,""Count"":1,""IsCompleted"":true}]",3,d12edba650667c2a16e0254b01aedaa4,1
6EE90EB8-53E5-4489-BAC1-006FF400A7A5,403,"[{""GoalID"":4030,""Count"":1,""IsCompleted"":true}]",3,d12edba650667c2a16e0254b01aedaa4,1
6EE90EB8-53E5-4489-BAC1-006FF400A7A5,404,"[{""GoalID"":4040,""Count"":1,""IsCompleted"":true}]",3,d12edba650667c2a16e0254b01aedaa4,1
6EE90EB8-53E5-4489-BAC1-006FF400A7A5,405,"[{""GoalID"":4050,""Count"":1,""IsCompleted"":true},{""GoalID"":4051,""Count"":1,""IsCompleted"":true}]",3,d12edba650667c2a16e0254b01aedaa4,1
6EE90EB8-53E5-4489-BAC1-006FF400A7A5,700,"[{""GoalID"":7000,""Count"":1,""IsCompleted"":true}]",3,d12edba650667c2a16e0254b01aedaa4,4
6EE90EB8-53E5-4489-BAC1-006FF400A7A5,701,"[{""GoalID"":7010,""Count"":1,""IsCompleted"":true}]",3,d12edba650667c2a16e0254b01aedaa4,4
6EE90EB8-53E5-4489-BAC1-006FF400A7A5,702,"[{""GoalID"":7020,""Count"":1,""IsCompleted"":true}]",3,d12edba650667c2a16e0254b01aedaa4,4
6EE90EB8-53E5-4489-BAC1-006FF400A7A5,703,"[{""GoalID"":7030,""Count"":1,""IsCompleted"":true},{""GoalID"":7031,""Count"":1,""IsCompleted"":true}]",3,d12edba650667c2a16e0254b01aedaa4,4
6EE90EB8-53E5-4489-BAC1-006FF400A7A5,704,"[{""GoalID"":7040,""Count"":1,""IsCompleted"":true}]",3,d12edba650667c2a16e0254b01aedaa4,4
6EE90EB8-53E5-4489-BAC1-006FF400A7A5,705,"[{""GoalID"":7050,""Count"":1,""IsCompleted"":true},{""GoalID"":7051,""Count"":1,""IsCompleted"":true},{""GoalID"":7052,""Count"":1,""IsCompleted"":true}]",3,d12edba650667c2a16e0254b01aedaa4,4
6EE90EB8-53E5-4489-BAC1-006FF400A7A5,706,"[{""GoalID"":7060,""Count"":1,""IsCompleted"":true}]",3,d12edba650667c2a16e0254b01aedaa4,4
6EE90EB8-53E5-4489-BAC1-006FF400A7A5,6000,"[{""GoalID"":60000,""Count"":1,""IsCompleted"":true}]",3,d12edba650667c2a16e0254b01aedaa4,1
6EE90EB8-53E5-4489-BAC1-006FF400A7A5,6001,"[{""GoalID"":60010,""Count"":1,""IsCompleted"":true},{""GoalID"":60011,""Count"":1,""IsCompleted"":true},{""GoalID"":60012,""Count"":1,""IsCompleted"":true},{""GoalID"":60013,""Count"":1,""IsCompleted"":true},{""GoalID"":60014,""Count"":1,""IsCompleted"":true},{""GoalID"":60015,""Count"":1,""IsCompleted"":true},{""GoalID"":60016,""Count"":1,""IsCompleted"":true}]",3,d12edba650667c2a16e0254b01aedaa4,1
6EE90EB8-53E5-4489-BAC1-006FF400A7A5,6002,"[{""GoalID"":60020,""Count"":1,""IsCompleted"":true}]",3,d12edba650667c2a16e0254b01aedaa4,1
6EE90EB8-53E5-4489-BAC1-006FF400A7A5,6003,"[{""GoalID"":60030,""Count"":1,""IsCompleted"":true},{""GoalID"":60031,""Count"":5,""IsCompleted"":true},{""GoalID"":60032,""Count"":1,""IsCompleted"":true}]",3,d12edba650667c2a16e0254b01aedaa4,1
6EE90EB8-53E5-4489-BAC1-006FF400A7A5,6004,"[{""GoalID"":60040,""Count"":1,""IsCompleted"":true},{""GoalID"":60041,""Count"":5,""IsCompleted"":true},{""GoalID"":60042,""Count"":5,""IsCompleted"":true},{""GoalID"":60043,""Count"":1,""IsCompleted"":true}]",3,d12edba650667c2a16e0254b01aedaa4,1
6EE90EB8-53E5-4489-BAC1-006FF400A7A5,6005,"[{""GoalID"":60050,""Count"":1,""IsCompleted"":true},{""GoalID"":60051,""Count"":1,""IsCompleted"":true},{""GoalID"":60052,""Count"":1,""IsCompleted"":true},{""GoalID"":60053,""Count"":1,""IsCompleted"":true}]",3,d12edba650667c2a16e0254b01aedaa4,1
6EE90EB8-53E5-4489-BAC1-006FF400A7A5,6006,"[{""GoalID"":60060,""Count"":1,""IsCompleted"":true},{""GoalID"":60061,""Count"":1,""IsCompleted"":true},{""GoalID"":60062,""Count"":1,""IsCompleted"":true}]",3,d12edba650667c2a16e0254b01aedaa4,1
6EE90EB8-53E5-4489-BAC1-006FF400A7A5,6007,"[{""GoalID"":60070,""Count"":1,""IsCompleted"":true},{""GoalID"":60071,""Count"":5,""IsCompleted"":true}]",3,d12edba650667c2a16e0254b01aedaa4,1
6EE90EB8-53E5-4489-BAC1-006FF400A7A5,6008,"[{""GoalID"":60080,""Count"":1,""IsCompleted"":true},{""GoalID"":60081,""Count"":5,""IsCompleted"":true}]",3,d12edba650667c2a16e0254b01aedaa4,1
6EE90EB8-53E5-4489-BAC1-006FF400A7A5,6009,"[{""GoalID"":60090,""Count"":1,""IsCompleted"":true},{""GoalID"":60091,""Count"":5,""IsCompleted"":true}]",3,d12edba650667c2a16e0254b01aedaa4,1
6EE90EB8-53E5-4489-BAC1-006FF400A7A5,6060,"[{""GoalID"":60100,""Count"":1,""IsCompleted"":true},{""GoalID"":60101,""Count"":0,""IsCompleted"":false}]",1,d12edba650667c2a16e0254b01aedaa4,1
6A60F68B-23A1-4FC4-9AB1-009AF999DB6B,1,"[{""GoalID"":10,""Count"":0,""IsCompleted"":false}]",1,fa157a08044cc8f4124601c2a4e8620f,2
6A60F68B-23A1-4FC4-9AB1-009AF999DB6B,2,"[{""GoalID"":20,""Count"":0,""IsCompleted"":false}]",3,fa157a08044cc8f4124601c2a4e8620f,2
6A60F68B-23A1-4FC4-9AB1-009AF999DB6B,3,"[{""GoalID"":30,""Count"":23,""IsCompleted"":false}]",1,fa157a08044cc8f4124601c2a4e8620f,2
6A60F68B-23A1-4FC4-9AB1-009AF999DB6B,4,"[{""GoalID"":40,""Count"":0,""IsCompleted"":false}]",1,fa157a08044cc8f4124601c2a4e8620f,2
6A60F68B-23A1-4FC4-9AB1-009AF999DB6B,5,"[{""GoalID"":50,""Count"":0,""IsCompleted"":false}]",1,fa157a08044cc8f4124601c2a4e8620f,2
6A60F68B-23A1-4FC4-9AB1-009AF999DB6B,21,"[{""GoalID"":210,""Count"":23,""IsCompleted"":false}]",1,fa157a08044cc8f4124601c2a4e8620f,2
6A60F68B-23A1-4FC4-9AB1-009AF999DB6B,23,"[{""GoalID"":230,""Count"":0,""IsCompleted"":false}]",1,fa157a08044cc8f4124601c2a4e8620f,2
6A60F68B-23A1-4FC4-9AB1-009AF999DB6B,24,"[{""GoalID"":240,""Count"":0,""IsCompleted"":false}]",1,fa157a08044cc8f4124601c2a4e8620f,2
6A60F68B-23A1-4FC4-9AB1-009AF999DB6B,43,"[{""GoalID"":430,""Count"":61649,""IsCompleted"":false}]",1,fa157a08044cc8f4124601c2a4e8620f,3
6A60F68B-23A1-4FC4-9AB1-009AF999DB6B,46,"[{""GoalID"":460,""Count"":382,""IsCompleted"":false}]",1,fa157a08044cc8f4124601c2a4e8620f,3
6A60F68B-23A1-4FC4-9AB1-009AF999DB6B,52,"[{""GoalID"":520,""Count"":0,""IsCompleted"":false}]",1,fa157a08044cc8f4124601c2a4e8620f,3
6A60F68B-23A1-4FC4-9AB1-009AF999DB6B,54,"[{""GoalID"":540,""Count"":60,""IsCompleted"":false}]",1,fa157a08044cc8f4124601c2a4e8620f,3
6A60F68B-23A1-4FC4-9AB1-009AF999DB6B,60,"[{""GoalID"":600,""Count"":0,""IsCompleted"":false}]",1,fa157a08044cc8f4124601c2a4e8620f,3
6A60F68B-23A1-4FC4-9AB1-009AF999DB6B,66,"[{""GoalID"":660,""Count"":6600,""IsCompleted"":false}]",1,fa157a08044cc8f4124601c2a4e8620f,3
6A60F68B-23A1-4FC4-9AB1-009AF999DB6B,71,"[{""GoalID"":710,""Count"":15750,""IsCompleted"":false}]",1,fa157a08044cc8f4124601c2a4e8620f,3
6A60F68B-23A1-4FC4-9AB1-009AF999DB6B,74,"[{""GoalID"":740,""Count"":1,""IsCompleted"":false}]",1,fa157a08044cc8f4124601c2a4e8620f,3
6A60F68B-23A1-4FC4-9AB1-009AF999DB6B,77,"[{""GoalID"":770,""Count"":0,""IsCompleted"":false}]",1,fa157a08044cc8f4124601c2a4e8620f,3
6A60F68B-23A1-4FC4-9AB1-009AF999DB6B,81,"[{""GoalID"":810,""Count"":0,""IsCompleted"":false}]",1,fa157a08044cc8f4124601c2a4e8620f,3
6A60F68B-23A1-4FC4-9AB1-009AF999DB6B,85,"[{""GoalID"":850,""Count"":5,""IsCompleted"":false}]",1,fa157a08044cc8f4124601c2a4e8620f,3
6A60F68B-23A1-4FC4-9AB1-009AF999DB6B,89,"[{""GoalID"":890,""Count"":3,""IsCompleted"":false}]",1,fa157a08044cc8f4124601c2a4e8620f,3
6A60F68B-23A1-4FC4-9AB1-009AF999DB6B,93,"[{""GoalID"":930,""Count"":0,""IsCompleted"":false}]",1,fa157a08044cc8f4124601c2a4e8620f,3
6A60F68B-23A1-4FC4-9AB1-009AF999DB6B,98,"[{""GoalID"":980,""Count"":0,""IsCompleted"":false}]",1,fa157a08044cc8f4124601c2a4e8620f,3
6A60F68B-23A1-4FC4-9AB1-009AF999DB6B,103,"[{""GoalID"":1030,""Count"":1,""IsCompleted"":false}]",1,fa157a08044cc8f4124601c2a4e8620f,3
6A60F68B-23A1-4FC4-9AB1-009AF999DB6B,107,"[{""GoalID"":1070,""Count"":0,""IsCompleted"":false}]",1,fa157a08044cc8f4124601c2a4e8620f,3
6A60F68B-23A1-4FC4-9AB1-009AF999DB6B,600,"[{""GoalID"":6000,""Count"":1,""IsCompleted"":true}]",3,fa157a08044cc8f4124601c2a4e8620f,1
6A60F68B-23A1-4FC4-9AB1-009AF999DB6B,601,"[{""GoalID"":6010,""Count"":1,""IsCompleted"":true}]",3,fa157a08044cc8f4124601c2a4e8620f,1
6A60F68B-23A1-4FC4-9AB1-009AF999DB6B,602,"[{""GoalID"":6020,""Count"":1,""IsCompleted"":true},{""GoalID"":6021,""Count"":1,""IsCompleted"":true}]",3,fa157a08044cc8f4124601c2a4e8620f,1
6A60F68B-23A1-4FC4-9AB1-009AF999DB6B,603,"[{""GoalID"":6030,""Count"":1,""IsCompleted"":true}]",3,fa157a08044cc8f4124601c2a4e8620f,1
6A60F68B-23A1-4FC4-9AB1-009AF999DB6B,604,"[{""GoalID"":6040,""Count"":1,""IsCompleted"":true}]",3,fa157a08044cc8f4124601c2a4e8620f,1
6A60F68B-23A1-4FC4-9AB1-009AF999DB6B,605,"[{""GoalID"":6050,""Count"":1,""IsCompleted"":true},{""GoalID"":6051,""Count"":1,""IsCompleted"":true}]",3,fa157a08044cc8f4124601c2a4e8620f,1
6A60F68B-23A1-4FC4-9AB1-009AF999DB6B,10000,"[{""GoalID"":100000,""Count"":1,""IsCompleted"":true},{""GoalID"":100001,""Count"":1,""IsCompleted"":true},{""GoalID"":100002,""Count"":1,""IsCompleted"":true},{""GoalID"":100003,""Count"":1,""IsCompleted"":true},{""GoalID"":100004,""Count"":1,""IsCompleted"":true},{""GoalID"":100005,""Count"":1,""IsCompleted"":true}]",3,fa157a08044cc8f4124601c2a4e8620f,1
6A60F68B-23A1-4FC4-9AB1-009AF999DB6B,10001,"[{""GoalID"":100010,""Count"":1,""IsCompleted"":true},{""GoalID"":100011,""Count"":1,""IsCompleted"":true},{""GoalID"":100012,""Count"":1,""IsCompleted"":true}]",3,fa157a08044cc8f4124601c2a4e8620f,1
6A60F68B-23A1-4FC4-9AB1-009AF999DB6B,10002,"[{""GoalID"":100020,""Count"":1,""IsCompleted"":true},{""GoalID"":100021,""Count"":1,""IsCompleted"":true},{""GoalID"":100022,""Count"":1,""IsCompleted"":true},{""GoalID"":100023,""Count"":1,""IsCompleted"":true}]",3,fa157a08044cc8f4124601c2a4e8620f,1
6A60F68B-23A1-4FC4-9AB1-009AF999DB6B,10003,"[{""GoalID"":100030,""Count"":1,""IsCompleted"":true}]",3,fa157a08044cc8f4124601c2a4e8620f,1
6A60F68B-23A1-4FC4-9AB1-009AF999DB6B,10004,"[{""GoalID"":100040,""Count"":1,""IsCompleted"":true},{""GoalID"":100041,""Count"":5,""IsCompleted"":true},{""GoalID"":100042,""Count"":5,""IsCompleted"":true}]",3,fa157a08044cc8f4124601c2a4e8620f,1
6A60F68B-23A1-4FC4-9AB1-009AF999DB6B,10005,"[{""GoalID"":100050,""Count"":1,""IsCompleted"":true},{""GoalID"":100051,""Count"":1,""IsCompleted"":true},{""GoalID"":100052,""Count"":1,""IsCompleted"":true},{""GoalID"":100053,""Count"":1,""IsCompleted"":true}]",3,fa157a08044cc8f4124601c2a4e8620f,1
6A60F68B-23A1-4FC4-9AB1-009AF999DB6B,10006,"[{""GoalID"":100060,""Count"":1,""IsCompleted"":true}]",3,fa157a08044cc8f4124601c2a4e8620f,1
6A60F68B-23A1-4FC4-9AB1-009AF999DB6B,10007,"[{""GoalID"":100070,""Count"":1,""IsCompleted"":true},{""GoalID"":100071,""Count"":1,""IsCompleted"":true},{""GoalID"":100072,""Count"":1,""IsCompleted"":true},{""GoalID"":100073,""Count"":1,""IsCompleted"":true},{""GoalID"":100074,""Count"":1,""IsCompleted"":true}]",3,fa157a08044cc8f4124601c2a4e8620f,1
6A60F68B-23A1-4FC4-9AB1-009AF999DB6B,10008,"[{""GoalID"":100080,""Count"":1,""IsCompleted"":true},{""GoalID"":100081,""Count"":5,""IsCompleted"":true},{""GoalID"":100082,""Count"":1,""IsCompleted"":true}]",3,fa157a08044cc8f4124601c2a4e8620f,1
6A60F68B-23A1-4FC4-9AB1-009AF999DB6B,10009,"[{""GoalID"":100090,""Count"":1,""IsCompleted"":true},{""GoalID"":100091,""Count"":5,""IsCompleted"":true},{""GoalID"":100092,""Count"":1,""IsCompleted"":true}]",3,fa157a08044cc8f4124601c2a4e8620f,1
6A60F68B-23A1-4FC4-9AB1-009AF999DB6B,10010,"[{""GoalID"":100100,""Count"":1,""IsCompleted"":true},{""GoalID"":100101,""Count"":0,""IsCompleted"":false},{""GoalID"":100102,""Count"":0,""IsCompleted"":false}]",1,fa157a08044cc8f4124601c2a4e8620f,1
92E8AEBC-A4A0-4B30-B054-00E7845A20BE,1,"[{""GoalID"":10,""Count"":0,""IsCompleted"":false}]",1,0b39d2aadf65cd8d202b1f0aaa8e6bab,2
92E8AEBC-A4A0-4B30-B054-00E7845A20BE,2,"[{""GoalID"":20,""Count"":0,""IsCompleted"":false}]",2,0b39d2aadf65cd8d202b1f0aaa8e6bab,2
92E8AEBC-A4A0-4B30-B054-00E7845A20BE,3,"[{""GoalID"":30,""Count"":80,""IsCompleted"":false}]",1,0b39d2aadf65cd8d202b1f0aaa8e6bab,2
92E8AEBC-A4A0-4B30-B054-00E7845A20BE,4,"[{""GoalID"":40,""Count"":0,""IsCompleted"":false}]",1,0b39d2aadf65cd8d202b1f0aaa8e6bab,2
92E8AEBC-A4A0-4B30-B054-00E7845A20BE,6,"[{""GoalID"":60,""Count"":1,""IsCompleted"":false}]",1,0b39d2aadf65cd8d202b1f0aaa8e6bab,2
92E8AEBC-A4A0-4B30-B054-00E7845A20BE,20,"[{""GoalID"":200,""Count"":0,""IsCompleted"":false}]",1,0b39d2aadf65cd8d202b1f0aaa8e6bab,2
92E8AEBC-A4A0-4B30-B054-00E7845A20BE,22,"[{""GoalID"":220,""Count"":0,""IsCompleted"":false}]",1,0b39d2aadf65cd8d202b1f0aaa8e6bab,2
92E8AEBC-A4A0-4B30-B054-00E7845A20BE,23,"[{""GoalID"":230,""Count"":250,""IsCompleted"":false}]",1,0b39d2aadf65cd8d202b1f0aaa8e6bab,2
92E8AEBC-A4A0-4B30-B054-00E7845A20BE,24,"[{""GoalID"":240,""Count"":1,""IsCompleted"":false}]",1,0b39d2aadf65cd8d202b1f0aaa8e6bab,2
92E8AEBC-A4A0-4B30-B054-00E7845A20BE,25,"[{""GoalID"":250,""Count"":0,""IsCompleted"":false}]",1,0b39d2aadf65cd8d202b1f0aaa8e6bab,2
92E8AEBC-A4A0-4B30-B054-00E7845A20BE,40,"[{""GoalID"":400,""Count"":750,""IsCompleted"":false}]",1,0b39d2aadf65cd8d202b1f0aaa8e6bab,3
92E8AEBC-A4A0-4B30-B054-00E7845A20BE,45,"[{""GoalID"":450,""Count"":80,""IsCompleted"":false}]",1,0b39d2aadf65cd8d202b1f0aaa8e6bab,3
92E8AEBC-A4A0-4B30-B054-00E7845A20BE,49,"[{""GoalID"":490,""Count"":0,""IsCompleted"":false}]",1,0b39d2aadf65cd8d202b1f0aaa8e6bab,3
92E8AEBC-A4A0-4B30-B054-00E7845A20BE,54,"[{""GoalID"":540,""Count"":0,""IsCompleted"":false}]",1,0b39d2aadf65cd8d202b1f0aaa8e6bab,3
92E8AEBC-A4A0-4B30-B054-00E7845A20BE,59,"[{""GoalID"":590,""Count"":0,""IsCompleted"":false}]",1,0b39d2aadf65cd8d202b1f0aaa8e6bab,3
92E8AEBC-A4A0-4B30-B054-00E7845A20BE,65,"[{""GoalID"":650,""Count"":250,""IsCompleted"":false}]",1,0b39d2aadf65cd8d202b1f0aaa8e6bab,3
92E8AEBC-A4A0-4B30-B054-00E7845A20BE,69,"[{""GoalID"":690,""Count"":0,""IsCompleted"":false}]",1,0b39d2aadf65cd8d202b1f0aaa8e6bab,3
92E8AEBC-A4A0-4B30-B054-00E7845A20BE,73,"[{""GoalID"":730,""Count"":0,""IsCompleted"":false}]",1,0b39d2aadf65cd8d202b1f0aaa8e6bab,3
92E8AEBC-A4A0-4B30-B054-00E7845A20BE,77,"[{""GoalID"":770,""Count"":0,""IsCompleted"":false}]",1,0b39d2aadf65cd8d202b1f0aaa8e6bab,3
92E8AEBC-A4A0-4B30-B054-00E7845A20BE,81,"[{""GoalID"":810,""Count"":0,""IsCompleted"":false}]",1,0b39d2aadf65cd8d202b1f0aaa8e6bab,3
92E8AEBC-A4A0-4B30-B054-00E7845A20BE,85,"[{""GoalID"":850,""Count"":1,""IsCompleted"":false}]",1,0b39d2aadf65cd8d202b1f0aaa8e6bab,3
92E8AEBC-A4A0-4B30-B054-00E7845A20BE,89,"[{""GoalID"":890,""Count"":0,""IsCompleted"":false}]",1,0b39d2aadf65cd8d202b1f0aaa8e6bab,3
92E8AEBC-A4A0-4B30-B054-00E7845A20BE,93,"[{""GoalID"":930,""Count"":0,""IsCompleted"":false}]",1,0b39d2aadf65cd8d202b1f0aaa8e6bab,3
92E8AEBC-A4A0-4B30-B054-00E7845A20BE,98,"[{""GoalID"":980,""Count"":0,""IsCompleted"":false}]",1,0b39d2aadf65cd8d202b1f0aaa8e6bab,3
92E8AEBC-A4A0-4B30-B054-00E7845A20BE,102,"[{""GoalID"":1020,""Count"":0,""IsCompleted"":false}]",1,0b39d2aadf65cd8d202b1f0aaa8e6bab,3
92E8AEBC-A4A0-4B30-B054-00E7845A20BE,107,"[{""GoalID"":1070,""Count"":0,""IsCompleted"":false}]",1,0b39d2aadf65cd8d202b1f0aaa8e6bab,3
92E8AEBC-A4A0-4B30-B054-00E7845A20BE,400,"[{""GoalID"":4000,""Count"":1,""IsCompleted"":true}]",3,0b39d2aadf65cd8d202b1f0aaa8e6bab,1
92E8AEBC-A4A0-4B30-B054-00E7845A20BE,401,"[{""GoalID"":4010,""Count"":1,""IsCompleted"":true}]",3,0b39d2aadf65cd8d202b1f0aaa8e6bab,1
92E8AEBC-A4A0-4B30-B054-00E7845A20BE,402,"[{""GoalID"":4020,""Count"":1,""IsCompleted"":true},{""GoalID"":4021,""Count"":0,""IsCompleted"":false}]",1,0b39d2aadf65cd8d202b1f0aaa8e6bab,1
92E8AEBC-A4A0-4B30-B054-00E7845A20BE,6000,"[{""GoalID"":60000,""Count"":1,""IsCompleted"":true}]",3,0b39d2aadf65cd8d202b1f0aaa8e6bab,1
92E8AEBC-A4A0-4B30-B054-00E7845A20BE,6001,"[{""GoalID"":60010,""Count"":1,""IsCompleted"":true},{""GoalID"":60011,""Count"":1,""IsCompleted"":true},{""GoalID"":60012,""Count"":1,""IsCompleted"":true},{""GoalID"":60013,""Count"":1,""IsCompleted"":true},{""GoalID"":60014,""Count"":1,""IsCompleted"":true},{""GoalID"":60015,""Count"":1,""IsCompleted"":true},{""GoalID"":60016,""Count"":1,""IsCompleted"":true}]",3,0b39d2aadf65cd8d202b1f0aaa8e6bab,1
92E8AEBC-A4A0-4B30-B054-00E7845A20BE,6002,"[{""GoalID"":60020,""Count"":1,""IsCompleted"":true}]",3,0b39d2aadf65cd8d202b1f0aaa8e6bab,1
92E8AEBC-A4A0-4B30-B054-00E7845A20BE,6003,"[{""GoalID"":60030,""Count"":1,""IsCompleted"":true},{""GoalID"":60031,""Count"":5,""IsCompleted"":true},{""GoalID"":60032,""Count"":1,""IsCompleted"":true}]",3,0b39d2aadf65cd8d202b1f0aaa8e6bab,1
92E8AEBC-A4A0-4B30-B054-00E7845A20BE,6004,"[{""GoalID"":60040,""Count"":1,""IsCompleted"":true},{""GoalID"":60041,""Count"":5,""IsCompleted"":true},{""GoalID"":60042,""Count"":5,""IsCompleted"":true},{""GoalID"":60043,""Count"":1,""IsCompleted"":true}]",3,0b39d2aadf65cd8d202b1f0aaa8e6bab,1
92E8AEBC-A4A0-4B30-B054-00E7845A20BE,6005,"[{""GoalID"":60050,""Count"":1,""IsCompleted"":true},{""GoalID"":60051,""Count"":1,""IsCompleted"":true},{""GoalID"":60052,""Count"":0,""IsCompleted"":false},{""GoalID"":60053,""Count"":0,""IsCompleted"":false}]",1,0b39d2aadf65cd8d202b1f0aaa8e6bab,1
AC68D114-3D2D-40E8-B71A-038A3FE19C7D,1,"[{""GoalID"":10,""Count"":0,""IsCompleted"":false}]",1,ee4cc20655264b94099e36ef505b06ed,2
AC68D114-3D2D-40E8-B71A-038A3FE19C7D,2,"[{""GoalID"":20,""Count"":0,""IsCompleted"":false}]",2,ee4cc20655264b94099e36ef505b06ed,2
AC68D114-3D2D-40E8-B71A-038A3FE19C7D,4,"[{""GoalID"":40,""Count"":0,""IsCompleted"":false}]",1,ee4cc20655264b94099e36ef505b06ed,2
AC68D114-3D2D-40E8-B71A-038A3FE19C7D,5,"[{""GoalID"":50,""Count"":0,""IsCompleted"":false}]",1,ee4cc20655264b94099e36ef505b06ed,2
AC68D114-3D2D-40E8-B71A-038A3FE19C7D,6,"[{""GoalID"":60,""Count"":0,""IsCompleted"":false}]",1,ee4cc20655264b94099e36ef505b06ed,2
AC68D114-3D2D-40E8-B71A-038A3FE19C7D,20,"[{""GoalID"":200,""Count"":0,""IsCompleted"":false}]",1,ee4cc20655264b94099e36ef505b06ed,2
